imdb_id,title,genres,tagline,overview
tt0045591,Calamity Jane,"['Action', 'Western', 'Music']","Warner Bros. sky highest, smile widest, wild and woolliest Western of 'em all!","Doris Day and Howard Keel fuss, feud and fall in love as Calamity Jane and Wild Bill Hickok. At first curvaceous Calamity is too durned busy fighting Indians and cracking a bullwhip to pay mind to such girlie what-alls as dresses and perfume. She soon changes her mind when Katie Brown arrives in town."
tt0050634,The Cranes Are Flying,"['Drama', 'Romance', 'War']",The compelling story of a girl's impassioned search for happiness.,"Veronica and Boris are walking in the streets of Moscow and they love each other. Veronica is laughing, cause they are happy together this morning. They see some cranes in the sky. When arriving to Veronica's house they talk about a rendezvous at the bank of the river. And the 2nd World War begins in Moscow. Boris works in a factory and he hasn't got time to speak with Veronica. He has to go to war..."
tt0058007,Devil Doll,['Horror'],Is it flesh or wood? Man or monster? Alive or dead?,An evil hyponotist/ventriloquist plots to gain an heiress' millions.
tt0038589,The Harvey Girls,"['Western', 'Drama', 'Comedy', 'Music']","It's Blazing, Blistering Romance . . . in the wide open spaces !","Vittles, songs and dance are amply ladeled out when Judy Garland headlines The Harvey Girls, a joyous musical slice of Americana celebrating the restaurants that brought extra helpings of civilization to Old West rail passengers."
tt0079429,The Lady in Red,"['Action', 'Thriller']","She's made of bullets, sin & bathtub gin!",1930's gangster era film about Dillinger and his last girl. Written by John Sayles.
tt0276751,About a Boy,"['Drama', 'Comedy', 'Romance']",One ordinary couple. One little white lie.,"Will Freeman is a hip Londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold. Passing himself off as a single father, he starts to meet a string of single mums, confident in his ability to leave them behind when they start to ask for a commitment. But Will's hope of a continued bachelorhood is interrupted when he meets 12-year old Marcus, in many ways his complete opposite."
tt0121765,Star Wars: Episode II - Attack of the Clones,"['Adventure', 'Action', 'Science Fiction']",A Jedi Shall Not Know Anger. Nor Hatred. Nor Love.,"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator PadmÃ© Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for PadmÃ© as well as his own darker side. Soon, Anakin, PadmÃ©, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars."
tt0278500,The Importance of Being Earnest,"['Comedy', 'Drama', 'History', 'Romance']",Everybody Loves Ernest... But Nobody's Quite Sure Who He Really Is.,"Two young gentlemen living in 1890s England use the same pseudonym (""Ernest"") on the sly, which is fine until they both fall in love with women using that name, which leads to a comedy of mistaken identities..."
tt0062790,The Charge of the Light Brigade,"['Action', 'Adventure', 'Drama', 'History', 'War']",Theirs is not to reason why...,"A chronicle of events that led to the British involvement in the Crimean War against Russia and which led to the siege of Sevastopol and the fierce Battle of Balaclava on October 25, 1854 which climaxed with the heroic, but near-disastrous calvary charge made by the British Light Brigade against a Russian artillery battery in a small valley which resulted in the near-destruction of the brigade due to error of judgement and rash planning on part by the inept British commanders."
tt0077523,Every Which Way But Loose,"['Action', 'Adventure', 'Comedy', 'Romance']",Clint Eastwood will turn you Every Which Way But Loose,"Philo Beddoe is your regular, easygoing, truck-driving guy. He's also the best bar-room brawler west of the Rockies. And he lives with a 165-pound orangutan named Clyde. Like other guys, Philo finally falls in love - with a flighty singer who leads him on a screwball chase across the American Southwest. Nothing's in the way except a motorcycle gang, and legendary brawler Tank Murdock."
tt0052905,The Hound of the Baskervilles,"['Horror', 'Thriller', 'Mystery']",Sherlock Holmes' Most Terrifying Adventure!,"When a nobleman is threatened by a family curse on his newly inherited estate, detective Sherlock Holmes is hired to investigate."
tt0051758,I Want to Live!,"['Crime', 'Drama']",Barbara Graham's Last Scream From Gas Chamber...,"Barbara Graham is a woman with dubious moral standards, often a guest in seedy bars. She has been sentenced for some petty crimes. Two men she knows murder an older woman. When they get caught they start to think that Barbara has helped the police arresting them. As a revenge they tell the police that Barbara is the murderer."
tt0077838,The Last Waltz,"['Documentary', 'Music']",It Started as a Concert. It Became a Celebration.,"Martin Scorsese's rockumentary intertwines footage from ""The Band's"" incredible farewell tour with probing backstage interviews and featured performances by Eric Clapton, Bob Dylan, Joni Mitchell, Ringo Starr and other rock legends."
tt0050858,The Pride and the Passion,"['Action', 'Adventure', 'Drama', 'Romance']",You have never seen its like -- and may never see its equal!,"During the Napoleonic Wars, when the French have occupied Spain, some Spanish guerrilla soldiers are going to move a big cannon across Spain in order to help the British defeat the French. A British officer is there to accompany the Spanish and along the way, he falls in love with the leader's girl."
tt0278435,Enough,"['Drama', 'Thriller']",Everyone has a limit.,"Working-class waitress Slim thought she was entering a life of domestic bliss when she married Mitch, the man of her dreams. After the arrival of their first child, her picture perfect life is shattered when she discovers Mitch's hidden possessive dark side, a controlling and abusive alter ego that can turn trust, love and tranquility into terror. Terrified for her child's safety, Slim flees with her daughter. Relentless in his pursuit and enlisting the aid of lethal henchmen, Mitch continually stalks the prey that was once his family."
tt0278504,Insomnia,"['Crime', 'Mystery', 'Thriller']",A tough cop. A brilliant killer. An unspeakable crime.,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.
tt0166813,Spirit: Stallion of the Cimarron,"['Western', 'Animation', 'Adventure', 'Comedy', 'Family']",Leader. Hero. Legend.,"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare."
tt0254199,CQ,"['Comedy', 'Drama', 'Science Fiction']",Every picture tells a story.,"A young filmmaker in 1960s Paris juggles directing a cheesy sci-fi debacle, directing his own personal art film, coping with his crumbling relationship with his girlfriend, and a new-found infatuation with the sci-fi film's starlet."
tt0268690,Thirteen Conversations About One Thing,['Drama'],Ask yourself if you're really happy.,"The lives of a lawyer, an actuary, a housecleaner, a professor, and the people around them intersect as they ponder order and happiness in the face of life's cold unpredictability."
tt0049038,Bus Stop,"['Drama', 'Romance', 'Comedy']",Give this boy enough rope and he'll land Marilyn Monroe!,"Cowboys Beauregard Decker and Virgil Blessing attend a rodeo in Phoenix, where Decker falls in love with beautiful cafe singer Cherie. He wants to take Cherie back to his native Montana and marry her, but she dreams of traveling to Hollywood and becoming famous. When she resists his advances, Decker forces Cherie onto the bus back to Montana with him, but, when the bus makes an unscheduled stop due to bad weather, the tables are turned."
tt0051496,Cowboy,['Western'],"THE REAL, TRUE STORY OF THE WEST!","Chicago hotel clerk Frank Harris dreams of life as a cowboy, and he gets his chance when, jilted by the father of the woman he loves, he joins Tom Reece and his cattle-driving outfit. Soon, though, the tenderfoot finds out life on the range is neither what he expected nor what he's been looking for..."
tt0044557,Don't Bother to Knock,"['Drama', 'Thriller']",...a wicked sensation as the lonely girl in room 809!,"Jed, an airline pilot, (Widmark) is resting in a hotel when he notices Nell (Monroe), a young woman babysitting for a wealthy couple. As Jed gets to know Nell better he realises that the woman is not as stable as perhaps she should be. A unique thriller featuring a rare dramatic performance from Monroe, illustrating a broader range than most people might expect.."
tt0071532,The Gambler,"['Drama', 'Crime']","For $10,000 they break your arms. For $20,000 they break your legs. Axel Freed owes $44,000.",New York City English professor Axel Freed outwardly seems like an upstanding citizen. But privately Freed is in the clutches of a severe gambling addiction that threatens to destroy him.
tt0054022,Let's Make Love,"['Comedy', 'Romance']",MARILYN MONROE and YVES MONTAND the French entertainment sensation! Doing what they do best in LET'S MAKE LOVE!,"When billionaire Jean-Marc Clement learns that he is to be satirized in an off-Broadway revue, he passes himself off as an actor playing him in order to get closer to the beautiful star of the show, Amanda Dell."
tt0056406,Requiem for a Heavyweight,['Drama'],"The World of ""Mountain"" Riviera . . . The Fast Buck . . . The Angry Men . . . The Lonely Women !","Mountain Rivera is at the end of his boxing career after a knockout by Cassius Clay in the seventh round. His left eye is one punch from permanent trauma, his ears turned to cauliflower, his speech slurred from ""being hit a million times,"" and he slings punches anytime he hears a bell, but his trainer and 'cutman' Army, and Miss Miller, a manipulative social worker, support his illusion that he could be a movie usher, a camp counselor, or a romantic partner for Miller."
tt0047422,River of No Return,"['Adventure', 'Western']","Reckless, Roaring, Adventure of the Great Northwest Gold Rush Days!",The itinerant farmer and his young son help a heart-of-gold saloon singer search for her estranged husband
tt0164184,The Sum of All Fears,"['Thriller', 'Action', 'Drama']","27,000 nuclear weapons. One is missing.","When the president of Russia suddenly dies, a man whose politics are virtually unknown succeeds him. The change in political leaders sparks paranoia among American CIA officials, so CIA director Bill Cabot recruits a young analyst to supply insight and advice on the situation. Then the unthinkable happens: a nuclear bomb explodes in a U.S. city, and America is quick to blame the Russians."
tt0279493,Undercover Brother,"['Action', 'Comedy']",He's All Action,"An Afro-American organization, the B.R.O.T.H.E.R.H.O.O.D., is in permanent fight against a white organization ""The Man"" defending the values of the black people in North America. When the Afro-American candidate Gen. Warren Boutwell behaves strangely in his presidential campaign, Undercover Brother is hired to work undercover for ""The Man"" and find what happened with the potential candidate."
tt0037627,Dakota,['Western'],A Romantic Spectacle of the West!,"In 1871, professional gambler John Devlin elopes with Sandra ""Sandy"" Poli, daughter of Marko Poli, an immigrant who has risen to railroad tycoon. Sandy, knowing that the railroad is to be extended into Dakota, plans to use their $20,000 nest egg to buy land options to sell to the railroad at a profit. On the stage trip to Ft. Abercrombie, their fellow passengers are Jim Bender and Bigtree Collins, who practically own the town of Fargo and Devlin is aware that they are prepared to protect the little empire... trying to drive out the farmers by burning their property, destroying their wheat, and blaming the devastation on the Indians. Continuing their journey north on the river aboard the ""River Bird', Sandy and John meet Captain Bounce, an irascible old seafarer. Two of Bendender's henchmen, Slagin and Carp, board the boat and relieve John of his $20,000 at gunpoint. Captain Bounce, chasing the robber's dinghy.."
tt0045679,The Desert Rats,"['Action', 'Adventure', 'Drama']",They crawled their way across the blazing sands of Africa... to turn disaster into victory!,Richard Burton plays a Scottish Army officer put in charge of a disparate band of ANZAC troops on the perimeter of Tobruk with the German Army doing their best to dislodge them
tt0105219,Rapid Fire,"['Action', 'Thriller']",Unarmed and extremely dangerous!,"College student Jake Lo is pursued by smugglers, mobsters and crooked federal agents after he witnesses a murder by a Mafia kingpin."
tt0067756,Silent Running,"['Adventure', 'Drama', 'Science Fiction']",Amazing companions on an incredible journey...that journeys beyond imagination!,"In a future Earth barren of all flora and fauna, the planet's ecosystems exist only in large pods attached to spacecraft. When word comes in that the pods are to be jettisoned into space and destroyed so that the spacecraft can be reused for commercial purposes, most of the crew of the Valley Forge rejoice at the prospect of going home. Not so for botanist Freeman Lowell who loves the forest and its creatures, so decides to take matters into his own hands to protect what he loves."
tt0057541,Summer Holiday,"['Music', 'Romance']",From the First Kiss to the Last Blush It's the Craziest Riot On Wheels!,"1960s musical showcasing Cliff Richard. Four bus mechanics working for London Transport strike up a deal with the company: they do up a one of the company's legendary red double decker buses and take it to southern Europe as a mobile hotel. If it succeeds, they will be put in charge of a whole fleet. While on the road in France they pick up three young British ladies whose car breaks down and offer to take them to their next singing job in Athens. They also pick up a stowaway, who hides the fact that she's a famous American pop star on the run, chased by the media and her parents."
tt0080097,The Villain,"['Comedy', 'Western']",...the fastest fun in the west!,"Handsome Stranger has agreed to escort Charming Jones to collect her inheritance from her father. But Avery Jones wants the money, and hires notorious outlaw Cactus Jack to ambush Charming. However, Cactus Jack is not very good at robbing people."
tt0079788,Zombie Holocaust,['Horror'],Not for the faint-heartedâ¦,"The members of an expedition in search for the last faithful of Kito, the cannibal god, land on a small island in the Moluccas (East Indies). They are soon hunted by cannibals and zombies created by the sinister Doctor O'Brien, who is experimenting with both corpses and living humans. Susan, a sexy lady in the expedition team, eventually gets the upper hand. She gains acceptance with the natives as queen of the cannibals and directs them against the mad scientist with his army of zombies."
tt0280486,Bad Company,"['Action', 'Adventure', 'Comedy', 'Thriller']",Two Mismatched Partners. One Messed Up Case!,"When a Harvard-educated CIA agent is killed during an operation, the secret agency recruits his twin brother."
tt0279778,Divine Secrets of the Ya-Ya Sisterhood,"['Comedy', 'Drama', 'Romance']",The Secret Is Out.,"A mother and daughter dispute is resolved by the ""Yaya sisterhood"" - long time friends of the mother."
tt0298798,Cherish,"['Comedy', 'Drama', 'Mystery', 'Thriller']",She'd get out more if it wasn't a felony.,"After a martini-induced rampage, a fantasy-prone young woman is placed under house arrest."
tt0258463,The Bourne Identity,"['Action', 'Drama', 'Mystery', 'Thriller']",He was the perfect weapon until he became the target.,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy â but who does he work for?"
tt0267913,Scooby-Doo,"['Mystery', 'Adventure', 'Comedy']",Get a Clue,"The Mystery Inc. gang have gone their separate ways and have been apart for two years, until they each receive an invitation to Spooky Island. Not knowing that the others have also been invited, they show up and discover an amusement park that affects young visitors in very strange ways."
tt0245562,Windtalkers,"['Drama', 'Action', 'History', 'War']",Honor Was Their Code.,"Joe Enders is a gung-ho Marine assigned to protect a ""windtalker"" - one of several Navajo Indians who were used to relay messages during World War II because their spoken language was indecipherable to Japanese code breakers."
tt0210065,Gangster No. 1,"['Action', 'Drama', 'Thriller']",There can only be ONE!,"An old gangster is advised that Freddie Mays would leave jail after thirty years in prison. His mood changes and he recalls when he was a young punk, who joined Freddie Mays' gang, a man he both envied and ultimately betrayed."
tt0242508,Harvard Man,['Drama'],"Passion, Seduction, Deception.","College has always been a time for experimentation, sexual, cultural and otherwise. ""Harvard Man"" plays out against a background of love, sex, basketball, crime and experimentation. Action and philosophy in young people's quest to discover their true identity."
tt0082146,Caveman,"['Comedy', 'Adventure']",A pre-histerical comedy!,"In this comedy, Atouk becomes leader of the misfit cavemen. Disgraced and cast out of his tribe for lusting after Lana, the mate of tribe's head muscle man, Atouk stumbles along gathering other misfits and learning a bit about the world outside of his cave. Eventually he and friends Lar, and Tala learn the secrets of fire, cooked meat, and how to defend themselves from the brutal, yet very stupid"
tt0087042,Cheech & Chong's The Corsican Brothers,['Comedy'],They saw Paris. They saw France. They saw the Queen in her underpants.,Two brothers who can feel each others' pain and pleasure mess up the French revolution.
tt0062626,5 Card Stud,"['Action', 'Western', 'Thriller']",A card cheat was hung... then all hell broke loose!,"The players in an ongoing poker game are being mysteriously killed off, one by one."
tt0077621,Goin' South,"['Comedy', 'Western']","If ya wanna get saved, ya gotta get hitched",Henry Moon is captured for a capital offense by a posse when his horse quits while trying to escape to Mexico. He finds that there is a post-Civil War law in the small town that any single or widowed woman can save him from the gallows by marrying him.
tt0095296,Hero and the Terror,"['Drama', 'Action', 'Thriller', 'Crime']",Heroes hit hardest.,"Danny O'Brien is back in action fighting the notorious Simon Moon, also known as The Terror. Three years earlier O'Brien had single-handedly captured The Terror and was called Hero by the people of L.A. Now Simon has escaped and has started killing women again, and O'Brien is the only man who can stop him."
tt0090021,Silver Bullet,['Horror'],It started in May. In a small town. And every month after that whenever the moon was full... it came back.,"The small city of Tarker's Mill is startled by a series of sadistic murders. The population fears that this is the work of a maniac. During a search a mysterious, hairy creature is observed. This strange appearance is noticed once a month. People lock themselves up at night, but there's one boy who's still outside, he's preparing the barbecue."
tt0040823,"Sorry, Wrong Number","['Drama', 'Thriller']",Tangled Wires... Whispering of Murder! Tangled Lives... Fighting to Escape!,Leona Stevenson is confined to bed and uses her telephone to keep in contact with the outside world. One day she overhears a murder plot on the telephone and is desperate to find out who is the intended victim.
tt0061770,Hombre,"['Action', 'Drama', 'Western']",Hombre means man... Paul Newman is Hombre!,"John Russell, disdained by his ""respectable"" fellow stagecoach passengers because he was raised by Indians, becomes their only hope for survival when they are set upon by outlaws."
tt0091472,The Manhattan Project,"['Science Fiction', 'Thriller']",Paul Stevens' high school science project has gotten a little out of hand. He just built an atomic bomb. Now he's got 11 hours to make sure it doesn't work.,"Named after the World War II-era program, the plot revolves around a gifted high school student who decides to construct a nuclear bomb for a national science fair. The film's underlying theme involves the Cold War of the 1980s when government secrecy and mutually assured destruction were key political and military issues."
tt0100135,Men at Work,"['Comedy', 'Crime']",Two garbagemen who know when something smells funny!,"Two garbage men find the body of a city councilman in a trash can on their route. With help from a supervisor, the duo must solve the case and find the man's killer while hiding the body from the cops."
tt0041866,She Wore a Yellow Ribbon,['Western'],John Ford's New and Finest Picture of the Fighting Cavalry!,"After Custer and the 7th Cavalry are wiped out by Indians, everyone expects the worst. Capt. Nathan Brittles is ordered out on patrol but he's also required to take along Abby Allshard, wife of the Fort's commanding officer, and her niece, the pretty Olivia Dandridge, who are being evacuated for their own safety. Brittles is only a few days away from retirement and Olivia has caught the eye of two of the young officers in the Company, Lt. Flint Cohill and 2nd Lt. Ross Pennell. She's taken to wearing a yellow ribbon in her hair, a sign that she has a beau in the Cavalry, but refuses to say for whom she is wearing it."
tt0105631,Traces of Red,"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']",No one is beyond suspicion.,"Jack, a Palm Beach detective, becomes involved in a case of multiple murders. All the women can be linked to Jack in some way. Jack and his partner have no leads, but numerous suspects. The murders continue, along with anonymous letters from the killer."
tt0103184,V.I. Warshawski,"['Action', 'Adventure', 'Drama', 'Mystery', 'Thriller']",Killer eyes. Killer legs. Killer instincts.,"Victoria ""V.I"" Warshawski is a Chicago based private detective who agrees to babysit for her new boyfriend; then he is murdered. Being the detective type, she makes the murder her next case. In doing so she befriends the victim's daughter, Kat, and together they set out to crack the case."
tt0275847,Lilo & Stitch,"['Animation', 'Family']",He's coming to our galaxy.,"A lonely Hawaiian girl named Lilo is being raised by her older sister, Nani, after their parents die -- under the watch of social worker Cobra Bubbles. When Lilo adopts a funny-looking dog and names him ""Stitch,"" she doesn't realize her new best friend is a wacky alien created by mad scientist Dr. Jumba."
tt0181689,Minority Report,"['Action', 'Thriller', 'Science Fiction', 'Mystery']",The system is perfect until it comes after you.,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge."
tt0252444,Rabbit-Proof Fence,"['Adventure', 'Drama', 'Action', 'History']","Follow Your Heart, Follow The Fence","In 1931, three aboriginal girls escape after being plucked from their homes to be trained as domestic staff and set off on a trek across the Outback."
tt0286179,Sunshine State,['Drama'],Greetings from ...,"A woman and her new husband returns to her hometown roots in coastal northern Florida, and must deal with family, business, and encroaching real estate development."
tt0314166,Hey Arnold! The Movie,"['Animation', 'Family']",A Big Problem Calls For a Big Head,"When a powerful developer named Mr. Scheck wants to knock down all the stores and houses in Arnold's neighborhood to build a huge ""mall-plex"", it looks likes the neighborhood is doomed to disappear. But with the help of a superhero and a mysterious deep-voiced stranger, Arnold and Gerald will need to recover a crucial document in order to save their beloved neighborhood."
tt0280590,Mr. Deeds,"['Comedy', 'Romance']","Small town kid, big time right hook.","When Longfellow Deeds, a small-town pizzeria owner and poet, inherits $40 billion from his deceased uncle, he quickly begins rolling in a different kind of dough. Moving to the big city, Deeds finds himself besieged by opportunists all gunning for their piece of the pie. Babe, a television tabloid reporter, poses as an innocent small-town girl to do an exposÃ© on Deeds."
tt0265591,Pumpkin,"['Comedy', 'Drama', 'Romance']",a comedy for the romantically challenged,"When perfect, perky Carolyn (Christina Ricci) and her Alpha Omega Pi sisters decide to coach mentally challenged athletes for the regional Challenged Games, Carolyn's assigned to coach Pumpkin (Hank Harris), a young disabled man who touches her heart. She's terrified at first, but to the horror of her friends -- and Pumpkin's overprotective mother (Brenda Blethyn) -- Carolyn starts to falls in love."
tt0107438,Look Who's Talking Now!,"['Romance', 'Comedy', 'Family']",The World's Favorite Family is Back.,"When Samantha LeBon hatches a scheme to spend a romantic Christmas with her new employee -- the unsuspecting, blithesome James -- his wife, their kids and their two dogs, Rocks and Daphne, must rescue him before he makes a terrible mistake."
tt0107443,Lost in Yonkers,['Drama'],This summer there's no better place to find yourself.,"In the summer of 1942 two young boys are sent to stay with their stern grandmother Kurnitz and their childlike aunt Bella in Yonkers, New York."
tt0104897,Mo' Money,"['Action', 'Comedy', 'Thriller', 'Crime', 'Romance']",Johnny can resist anything ...except love and money. Especially money.,"Trying to get his act together, a con artist gets a job in a credit card company. He falls in love with a fellow employee, he steals a couple of cards, everything is going great. But soon, the chief of security drags him into the big leagues of criminals..."
tt0111653,Wagons East!,"['Adventure', 'Comedy', 'Western']",They came. They saw. They changed their minds.,"After the 1860s Wild West, a group of misfit settlers - including ex-doctor Phil Taylor, prostitute Belle, and homosexual bookseller Julian - decide they cannot live in their current situation in the west. They hire a grizzled alcoholic wagon master by the name of James Harlow to take them on a journey back to their hometowns in the East."
tt0308506,Like Mike,"['Comedy', 'Drama', 'Family', 'Fantasy']","Think like Mike, Achieve like Mike, Be Like Mike.","Calvin and his friends, who all live in an orphanage, find old shoes with the faded letters MJ connected to a powerline. One stormy night, they go to get the shoes when Calvin and the shoes are struck by lightning. Calvin now has unbelievable basketball powers and has the chance to play for the NBA."
tt0120912,Men in Black II,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",Same Planet. New Scum.,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement â protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay â who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy â to reunite with the MIB before the earth submits to ultimate destruction."
tt0289408,The Powerpuff Girls Movie,"['Animation', 'Action', 'Family']",Saving the world before bedtime!,"The Powerpuff Girls Movie tells the origin story of how the Powerpuff Girls were created and how they came to be the defenders of Townsville. It was the first Hanna-Barbera/Cartoon Network Studios theatrical feature film since 1993's Once Upon a Forest, and is the only film based on a Cartoon Network series to be released theatrically."
tt0263725,Me Without You,['Drama'],...best friends forever?,"During a long, hot summer in seventies London, young neighbors Holly and Marina make a childhood pact to be friends forever. For Marina, troubled, fiercely independent, determined to try everything, Holly stays the only constant in a life of divorcing parents, experimental drugs and fashionable self-destruction. But for Holly, a friendship that has never been equal gradually starts to feel like a trap."
tt0305396,The Crocodile Hunter: Collision Course,"['Family', 'Action', 'Adventure']",His First Big-Screen Adventure!,"Aussie adventurer Steve Irwin aka The Crocodile Hunter has avoided the death-roll and nabbed another feisty croc, hoping to save it from poachers. What Steve doesn't know is that the crocodile has innocently swallowed a top secret US satellite beacon, and the poachers are actually American special agents sent to retrieve it. Crikey! In the Outback and through the bush with his wife Terri's ever-present commentary ringing out over the countryside (""That was a close one, Steve!""), the Crocodile Hunter is out to save the gorgeous croc and relocate him. It won't be easy, but if he can handle bird-eating spiders and venomous snakes without getting bitten, gun-wielding agents shouldn't be too much of a problem."
tt0253556,Reign of Fire,"['Adventure', 'Action', 'Fantasy']",Fight Fire With Fire,"In post-apocalyptic England, an American volunteer and a British survivor team up to fight off a brood of fire-breathing dragons seeking to return to global dominance after centuries of rest underground. The Brit -- leading a clan of survivors to hunt down the King of the Dragons -- has much at stake: His mother was killed by a dragon, but his love is still alive."
tt0257044,Road to Perdition,"['Thriller', 'Crime', 'Drama']",Pray for Michael Sullivan.,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him."
tt0244094,Never Again,"['Comedy', 'Romance']",A mature love story for immature people.,Two people who have pledged never to fall in love again then discover each other in a gay bar.
tt0050084,20 Million Miles to Earth,['Science Fiction'],Space nightmares!,"When the first manned flight to Venus returns to Earth, the rocket crash-lands in the Mediterranean near a small Italian fishing village. The locals manage to save one of the astronauts Colonel Calder, the mission commander. A young boy also recovers what turns out to be a specimen of an alien creature. Growing at a fantastic rate, it manages to escape and eventually threatens the city of Rome."
tt0076100,Grand Theft Auto,"['Action', 'Comedy', 'Crime']",See the greatest cars in the world destroyed!,"A rich girl steals her dad's Rolls Royce and heads off to Las Vegas to get married. However, her angry parents, a jealous suitor, and a bunch of reward seekers are determined to stop her."
tt0044744,The Importance of Being Earnest,"['Romance', 'Comedy', 'Drama']","They don't come any wilder than Oscar Wilde's classic comedy of manners, morals and morality!",Jack Worthing and Algernon Moncrieff are two men that are both pretending to be someone they are not.
tt0089798,Perfect,"['Drama', 'Romance']",John Travolta and Jamie Lee Curtis work up a sweat together!,"A female aerobics instructor meets a male reporter doing a story on health clubs, but it isn't love at first sight."
tt0068156,1776,"['Drama', 'Comedy', 'History', 'Music']",The award winning musical comes to the screen!,"The film focuses on the representatives of the Thirteen original colonies who participated in the Second Continental Congress. 1776 depicts the three months of deliberation (and, oftentimes, acrimonious debate) that led up to the signing of one of the most important documents in the History of the United States, the Declaration of Independence."
tt0072976,Fox and His Friends,"['Crime', 'Drama', 'Romance']",Survival of the fittest,"Fox, a former circus performer, wins the lottery of DM 500,000 and can now have the life and things that he has always wanted. While he wants to climb up the social ladder, it isn't without turmoil, and being torn between his old working class roots, and the shiny new facade of middle class consciousness."
tt0068837,The Legend of Boggy Creek,"['Mystery', 'Horror', 'Drama']",A True Story.,A documentary-style drama based on true accounts of the Fouke Monster in Arkansas. It focuses on the lives of back country people and their culture while detailing certain sightings of the monster. This title was a drive-in B movie favorite for it's time.
tt0065234,Z,"['Drama', 'History', 'Thriller']",He is alive!,"Repression is the rule of the day in this film that skewers Greek governance of the 1960s. Z, a leftist rabble rouser, is killed in what appears to be a traffic accident. But given the political climate, the death of such a prominent activist raises troubling questions. Though it's too late to save Z's life, a postmortem examination suggests that the ruling party was behind his death. As the facts leak out, those who tell the truth pay the price for their honesty."
tt0220506,Halloween: Resurrection,"['Horror', 'Thriller']",Evil finds its way home,"Serial Killer Michael Myers is not finished with Laurie Strode, and their rivalry finally comes to an end. But is this the last we see of Myers? Freddie Harris and Nora Winston are reality programmers at DangerTainment, and are planning to send a group of 6 thrill-seeking teenagers into the childhood home of Myers. Cameras are placed all over the house and no one can get out of the house... and then Michael arrives home!"
tt0271367,Eight Legged Freaks,"['Action', 'Comedy', 'Horror', 'Thriller']",Do you hate spiders? Do you really hate spiders? Well they don't like you either.,"The residents of a rural mining town discover that an unfortunate chemical spill has caused hundreds of little spiders to mutate overnight to the size of SUVs. It's then up to mining engineer Chris McCormack and Sheriff Sam Parker to mobilize an eclectic group of townspeople, including the Sheriff's young son, Mike, her daughter, Ashley, and paranoid radio announcer Harlan, into battle against the bloodthirsty eight-legged beasts."
tt0267626,K-19: The Widowmaker,"['Drama', 'History', 'Thriller']",Fate has found its hero.,"When Russia's first nuclear submarine malfunctions on its maiden voyage, the crew must race to save the ship and prevent a nuclear disaster."
tt0243585,Stuart Little 2,"['Family', 'Adventure', 'Animation', 'Comedy']",A Little Goes A Long Way,"Stuart, an adorable white mouse, still lives happily with his adoptive family, the Littles, on the east side of Manhattan's Central Park. More crazy mouse adventures are in store as Stuart, his human brother, George, and their mischievous cat, Snowbell, set out to rescue a friend."
tt0295178,Austin Powers in Goldmember,"['Comedy', 'Crime', 'Science Fiction']",He's still evil... He's still deadly... and he's still surrounded by frickin' idiots!,"The world's most shagadelic spy continues his fight against Dr. Evil. This time, the diabolical doctor and his clone, Mini-Me, team up with a new foe -- '70s kingpin Goldmember. While pursuing the team of villains to stop them from world domination, Austin gets help from his dad and an old girlfriend."
tt0276033,The Country Bears,"['Adventure', 'Comedy', 'Family']",It's A Bear Getting The Family Together!,"For Beary Barrington, The Country Bears' young #1 fan, fitting in with his all-too-human family is proving im-paws-ible. When he runs away to find Country Bear Hall and his heroes, he discovers the venue that made them famous is near foreclosure. Beary hightails it over the river and through the woods to get the Bears in the Band back together for an all-out reunion concert to save Country Bear Hall."
